Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2720311,2023-10-01T00:00:00Z,Texas,Houston,8700 Cypressbrook Dr,2,2,0,0,1
2720526,2023-10-01T00:00:00Z,New Jersey,Jersey City,260 Culver Avenue,0,5,0,0,0
2720419,2023-09-30T00:00:00Z,Texas,Laredo,717 E Travis Street,0,4,0,0,0
2720128,2023-09-30T00:00:00Z,California,San Pedro,1230 N Park Western Dr,1,3,0,0,1
2719793,2023-09-29T00:00:00Z,Louisiana,Lake Charles,2212 Broad Street,1,3,0,0,1
2717131,2023-09-27T00:00:00Z,District of Columbia,Washington,2423 14th Street Northeast,2,3,0,0,0
2715316,2023-09-25T00:00:00Z,Texas,Dallas,4800 Elsie Faye Heggins Street,1,3,0,0,1
2715722,2023-09-25T00:00:00Z,Florida,Jacksonville,4229 Moncrief Road W,0,6,0,0,0
2714225,2023-09-24T00:00:00Z,Oklahoma,Oklahoma City,Southwest 26th Street and S Agnew Avenue,0,4,0,0,0
2714677,2023-09-24T00:00:00Z,South Carolina,Columbia,225 Saddletrail Road,3,1,0,0,3
2714319,2023-09-23T00:00:00Z,Florida,Jacksonville,8846 A C Skinner Pkwy,3,1,0,0,0
2713920,2023-09-23T00:00:00Z,Virginia,Chesapeake,1300 Drayton Road,1,4,0,0,1
2714462,2023-09-23T00:00:00Z,Tennessee,Covington,2951 Hwy 51 N,1,4,0,0,0
2713404,2023-09-23T00:00:00Z,California,Downey,11018 Downey Avenue,0,4,0,0,1
2714081,2023-09-23T00:00:00Z,District of Columbia,Washington,1360 H Street Northeast,1,3,0,0,0
2713409,2023-09-22T00:00:00Z,California,Pomona,1500 E 1st Street,1,4,0,0,0
2713882,2023-09-22T00:00:00Z,Minnesota,Minneapolis,Lake Street and Lyndale Avenue,0,4,0,0,0
2710366,2023-09-18T00:00:00Z,North Carolina,Spring Lake,214 S 6th Street,1,3,0,0,0
2709172,2023-09-18T00:00:00Z,North Carolina,Charlotte,200 N Tryon Street,0,4,0,0,0
2708996,2023-09-17T00:00:00Z,Massachusetts,Boston,50 Ames Street,0,5,0,0,2
2708659,2023-09-17T00:00:00Z,Texas,El Paso,12300 Tierra Inca Dr,2,3,0,1,1
2709153,2023-09-17T00:00:00Z,Illinois,Romeoville,512 Concord Avenue,5,0,1,0,0
2708490,2023-09-16T00:00:00Z,Indiana,South Bend,Huron Street and Philippa Street,0,4,0,0,2
2708514,2023-09-16T00:00:00Z,Colorado,Denver,1946 Market Street,0,5,0,0,1
2710554,2023-09-15T00:00:00Z,Mississippi,Tchula,14592 Martin Luther King Dr,1,6,0,0,0
2706325,2023-09-13T00:00:00Z,Pennsylvania,Philadelphia,W York Street and N Marshall Street,0,4,0,0,0
2704430,2023-09-11T00:00:00Z,Florida,Palm Bay,1200 Hadley Cir Southeast,0,4,0,0,0
2703680,2023-09-10T00:00:00Z,Michigan,Detroit,8600 Rosemont Avenue,2,2,0,0,0
2703436,2023-09-10T00:00:00Z,Indiana,Indianapolis,800 W 29th Street,0,5,0,0,0
2704593,2023-09-10T00:00:00Z,New Jersey,Jersey City,Martin Luther King Dr and Orient Avenue,0,5,0,0,0
2702902,2023-09-09T00:00:00Z,Illinois,Chicago,6500 S King Dr,0,4,0,0,0
2703975,2023-09-09T00:00:00Z,South Carolina,Rock Hill,800 Brunswick Dr,0,4,0,0,2
2701771,2023-09-07T00:00:00Z,Texas,Dallas,5300 Colonial Avenue,1,3,0,0,1
2700661,2023-09-06T00:00:00Z,New York,Brooklyn,56 Marcus Garvey Blvd,0,4,0,0,3
2701037,2023-09-06T00:00:00Z,Mississippi,Jackson,3400 Lampton Avenue,1,3,0,0,1
2701233,2023-09-06T00:00:00Z,Texas,El Paso,253 Flor Margarita Blvd,0,4,0,0,3
2699229,2023-09-05T00:00:00Z,Illinois,Chicago,4718 W Gladys Avenue,0,4,0,0,0
2699475,2023-09-04T00:00:00Z,Georgia,Dublin,100 E Jackson Street,1,3,0,0,3
2698496,2023-09-04T00:00:00Z,Alabama,Birmingham,930 5th Avenue N,2,3,0,0,0
2698171,2023-09-03T00:00:00Z,Georgia,Atlanta,3516 Adkins Road Northwest,0,5,1,0,0
2698160,2023-09-03T00:00:00Z,Illinois,Freeport,300 E Pleasant Street,1,3,0,0,0
2698786,2023-09-03T00:00:00Z,North Carolina,High Point,2900 Creekview Ct,1,3,0,0,0
2698107,2023-09-03T00:00:00Z,Texas,Galveston,4002 Mendocino Dr,2,2,0,0,0
2697278,2023-09-02T00:00:00Z,Massachusetts,Lynn,189 Essex Street,2,5,0,0,6
2695354,2023-08-30T00:00:00Z,Illinois,Peoria,2217 W Marquette Avenue,1,4,0,0,0
2695977,2023-08-30T00:00:00Z,Texas,Houston,2800 Chimney Rock Road,0,4,0,0,0
2694045,2023-08-29T00:00:00Z,New York,Rochester,15 Savannah Street,0,4,0,0,0
2692290,2023-08-27T00:00:00Z,Ohio,Mansfield,137 Blymyer Avenue,1,3,0,0,2
2691802,2023-08-27T00:00:00Z,Kentucky,Louisville,301 Market Street,2,4,0,0,1
2692120,2023-08-27T00:00:00Z,Michigan,Detroit,11644 Cloverdale Street,1,4,0,0,0
2691769,2023-08-27T00:00:00Z,Ohio,Cleveland,11500 Street Mark Avenue,0,4,0,0,0
2692512,2023-08-27T00:00:00Z,Colorado,Pueblo,1200 Berwind Avenue,1,3,0,0,0
2691275,2023-08-26T00:00:00Z,Utah,Orem,360 S Streetate Street,0,5,0,5,5
2690924,2023-08-26T00:00:00Z,Massachusetts,Boston,10 Talbot Avenue,0,7,0,1,3
2692026,2023-08-26T00:00:00Z,Mississippi,Ripley,100 Peacock Holler,0,4,0,0,1
2690914,2023-08-25T00:00:00Z,Florida,Tallahassee,1303 Ocala Road,0,4,0,0,0
2690809,2023-08-25T00:00:00Z,California,Pasadena,151 E Orange Grove Blvd,0,5,0,0,0
2690239,2023-08-24T00:00:00Z,Ohio,Hartville,13305 Carnation Avenue Northwest,4,0,1,0,0
2688942,2023-08-23T00:00:00Z,California,Trabuco Canyon,19152 Santiago Canyon Road,3,5,1,0,0
2688888,2023-08-23T00:00:00Z,Ohio,Warren,Highlawn Avenue Southeast,0,4,1,0,0
2688256,2023-08-22T00:00:00Z,Illinois,Chicago,1521 S Trumbull Avenue,1,3,0,0,0
2686943,2023-08-21T00:00:00Z,Pennsylvania,Upper Darby,635 Long Lane,1,3,0,0,0
2687693,2023-08-21T00:00:00Z,New York,Valley Stream,89 Ocean Avenue,1,3,0,0,3
2685998,2023-08-20T00:00:00Z,Washington,Seattle,2205 Rainier Avenue S,3,6,0,0,0
2686221,2023-08-20T00:00:00Z,Minnesota,Minneapolis,814 E Franklin Avenue,0,9,0,0,1
2687319,2023-08-20T00:00:00Z,Texas,Denison,1100 W Owings Street,1,3,0,0,3
2686454,2023-08-20T00:00:00Z,Wisconsin,Milwaukee,S 12th Street and W Mitchell Street,0,4,0,0,1
2686543,2023-08-20T00:00:00Z,Georgia,Louisville,1000 Handy Street,0,5,0,0,3
2686047,2023-08-19T00:00:00Z,Wisconsin,Milwaukee,S 14th Street and W Burnham Street,0,9,0,0,1
2685196,2023-08-19T00:00:00Z,Pennsylvania,Philadelphia,500 N Creighton Street,1,8,0,0,0
2685332,2023-08-19T00:00:00Z,Georgia,Macon,834 Woodard Avenue,1,3,0,0,1
2686338,2023-08-19T00:00:00Z,Delaware,Wilmington,300 Chapel Street,0,4,0,0,0
2684327,2023-08-18T00:00:00Z,Virginia,Norfolk,1510 E Brambleton Avenue,0,4,0,0,3
2685046,2023-08-18T00:00:00Z,Illinois,Chicago,3500 W 13th Pl,0,4,0,0,0
2684071,2023-08-16T00:00:00Z,Louisiana,Alexandria,2900 Levin Street,1,4,0,0,0
2683130,2023-08-16T00:00:00Z,Illinois,East Saint Louis,N 38th Street and Audubon Avenue,1,4,0,0,0
2683213,2023-08-16T00:00:00Z,Oklahoma,Oklahoma City,7405 Northwest 5th Terrace,4,0,1,0,0
2682756,2023-08-16T00:00:00Z,Kentucky,Louisville,1800 W Muhammad Ali Blvd,0,4,0,0,0
2681831,2023-08-15T00:00:00Z,Tennessee,Clarksville,2655 Union Hall Road,0,5,2,0,0
2680467,2023-08-13T00:00:00Z,Tennessee,Memphis,Peabody Pl and S B B King Blvd,0,8,0,0,0
2679624,2023-08-13T00:00:00Z,Ohio,Cincinnati,2300 Flora Street,0,4,0,0,0
2680270,2023-08-13T00:00:00Z,Illinois,Chicago,5700 S Payne Dr,1,3,0,0,0
2679865,2023-08-13T00:00:00Z,Illinois,Rockford,600 Fisher Avenue,0,7,0,0,0
2680526,2023-08-13T00:00:00Z,Illinois,Chicago,100 W Division Street,0,4,0,0,0
2680362,2023-08-13T00:00:00Z,Pennsylvania,Harrisburg,Cranberry Street and N 2nd Street,0,4,0,0,1
2679878,2023-08-12T00:00:00Z,Michigan,Grand Rapids,Dickinson Street Southeast and Madison Avenue Southeast,0,4,0,0,0
2678953,2023-08-12T00:00:00Z,Washington,Bothell,2005 185th Pl Southeast,1,3,0,0,0
2678825,2023-08-11T00:00:00Z,Minnesota,Minneapolis,2220 16th Avenue S,1,6,0,0,2
2678274,2023-08-11T00:00:00Z,Pennsylvania,Philadelphia,800 Diamond Street,3,1,0,0,0
2678650,2023-08-11T00:00:00Z,Arkansas,Pine Bluff,1601 S Cherry Street,0,4,0,0,1
2676883,2023-08-10T00:00:00Z,Washington,Lynnwood,Southwest 164th Street and W 48th Pl,4,1,0,0,1
2675914,2023-08-09T00:00:00Z,Illinois,Crystal Lake,5805 Wild Plum Road,3,1,1,0,0
2677365,2023-08-09T00:00:00Z,Pennsylvania,Pittsburgh,2176 Webster Avenue,0,4,0,1,1
2673981,2023-08-06T00:00:00Z,Pennsylvania,Philadelphia,200 W 65th Avenue,0,5,0,0,0
2673152,2023-08-06T00:00:00Z,Texas,Edinburg,5120 S Raul Longoria Road,0,7,0,0,3
2672766,2023-08-05T00:00:00Z,District of Columbia,Washington,Good Hope Road Southeast and 16th Street Southeast,3,2,0,0,0
2672510,2023-08-05T00:00:00Z,Louisiana,Lafayette,106 S General Marshall Street,1,4,0,1,1
2673896,2023-08-05T00:00:00Z,Missouri,Kansas City,E 16th Street and Grand Blvd,0,4,0,0,1
2671589,2023-08-03T00:00:00Z,California,Los Angeles,8805 S Hoover Street,0,4,0,0,0
2673196,2023-08-02T00:00:00Z,Arkansas,Pine Bluff,Lilac Street,0,5,0,0,0
2670331,2023-08-02T00:00:00Z,Illinois,Chicago,1249 W 81st Street,1,3,0,0,0
2668365,2023-07-31T00:00:00Z,Mississippi,Columbus,2520 5th Street N,0,4,0,0,2
2666859,2023-07-30T00:00:00Z,Illinois,Chicago,1500 S Keeler Avenue,1,8,0,0,0
2667118,2023-07-30T00:00:00Z,Michigan,Lansing,1300 W Holmes Road,0,5,0,0,0
2667537,2023-07-30T00:00:00Z,Texas,Port Arthur,711 Procter Street,0,7,0,0,0
2666933,2023-07-30T00:00:00Z,Indiana,Muncie,900 E Willard Street,1,17,0,1,2
2668556,2023-07-30T00:00:00Z,Massachusetts,Springfield,Leyfred Terr,0,4,0,0,0
2667046,2023-07-29T00:00:00Z,California,Los Angeles,2121 E 99th Pl,1,3,0,0,0
2666201,2023-07-28T00:00:00Z,Florida,Tampa,E Shadowlawn Avenue and N 36th Street,1,3,0,0,0
2666500,2023-07-28T00:00:00Z,Florida,Fort Lauderdale,Northwest 19th Street and MLK Jr Avenue,0,4,0,0,0
2666189,2023-07-28T00:00:00Z,Washington,Seattle,9232 Rainier Avenue S,0,5,0,0,0
2666195,2023-07-28T00:00:00Z,Illinois,Chicago Heights,1400 Senator Ln,1,4,0,0,0
2663533,2023-07-25T00:00:00Z,Pennsylvania,Pittsburgh,Nicholas Street and Jacob Street,0,5,0,0,0
2662351,2023-07-24T00:00:00Z,Oklahoma,Tulsa,11107 E Brady Street,3,1,0,0,1
2662711,2023-07-24T00:00:00Z,New York,Bronx,255 E Burnside Avenue,1,3,0,0,3
2661359,2023-07-23T00:00:00Z,Florida,Tampa,7402 N 56th Street,0,5,0,0,0
2661332,2023-07-23T00:00:00Z,Alabama,Birmingham,1700 Third Avenue W,0,4,0,0,0
2661056,2023-07-23T00:00:00Z,Texas,Houston,9261 Gulf Fwy,1,4,0,0,1
2661505,2023-07-23T00:00:00Z,Texas,Dallas,3300 Sheila Lane,1,3,0,0,0
2661000,2023-07-23T00:00:00Z,Washington,Seattle,Broadway and E Pike Street,0,4,0,0,0
2660299,2023-07-22T00:00:00Z,Arizona,Glendale,6761 N Sunset Blvd,0,4,0,0,1
2660568,2023-07-22T00:00:00Z,North Carolina,Wade,4001 Pembroke Lane,1,3,0,0,0
2660217,2023-07-22T00:00:00Z,Illinois,Chicago,1400 S Spaulding Avenue,1,4,0,0,0
2661182,2023-07-22T00:00:00Z,Florida,Daytona Beach,611 Seabreeze Blvd,0,4,0,0,1
2660674,2023-07-22T00:00:00Z,Tennessee,Memphis,2965 Meadows Lane,1,4,0,0,0
2659968,2023-07-21T00:00:00Z,Louisiana,Marrero,6700 Mather Dr,1,3,0,0,0
2658784,2023-07-20T00:00:00Z,North Carolina,Greensboro,1900 Brice Street,1,3,0,0,0
2658701,2023-07-19T00:00:00Z,Texas,Houston,6200 Luce Street,2,3,0,0,0
2657179,2023-07-18T00:00:00Z,Pennsylvania,Philadelphia,500 E Wyoming Avenue,0,5,0,0,0
2657041,2023-07-17T00:00:00Z,District of Columbia,Washington,1200 Barnaby Terrace Southeast,0,4,0,0,0
2656524,2023-07-17T00:00:00Z,South Carolina,Columbia,4200 Wentworth Dr,1,3,0,0,0
2654137,2023-07-16T00:00:00Z,Illinois,Chicago,4000 W Washington Blvd,1,4,0,0,3
2654540,2023-07-16T00:00:00Z,California,Los Angeles,2000 E 115th Street,1,4,0,0,0
2654280,2023-07-16T00:00:00Z,Texas,Dallas,Al Lipscomb Way and Meadow Street,1,4,0,0,1
2653407,2023-07-15T00:00:00Z,Pennsylvania,Homestead,1129 Ravine Street,1,3,0,0,0
2655985,2023-07-15T00:00:00Z,Mississippi,Clarksdale,400 Andrews Street,0,4,0,0,0
2653609,2023-07-15T00:00:00Z,Georgia,Hampton,92 Dogwood Lakes Dr,4,3,1,0,0
2654370,2023-07-15T00:00:00Z,Florida,Fort Lauderdale,3170 Northwest 2nd Street,1,3,0,0,0
2653963,2023-07-15T00:00:00Z,Tennessee,Memphis,3400 Ridgemont Avenue,1,4,0,0,0
2653974,2023-07-15T00:00:00Z,Louisiana,Shreveport,400 Commerce Street,1,6,0,0,1
2652749,2023-07-14T00:00:00Z,Maryland,Bladensburg,4300 Bladensburg Road,0,5,0,0,0
2653198,2023-07-14T00:00:00Z,North Dakota,Fargo,901 25th Street S,1,3,1,0,0
2651377,2023-07-13T00:00:00Z,Maryland,Silver Spring,14324 Layhill Road,0,5,0,0,1
2651632,2023-07-13T00:00:00Z,Texas,El Paso,1160 Airway Blvd,2,4,0,0,2
2652321,2023-07-13T00:00:00Z,Illinois,East Saint Louis,500 N 27th Street,1,4,0,0,0
2654191,2023-07-12T00:00:00Z,Georgia,Lagrange,Whitesville Street and Bell Street,0,4,0,0,0
2650004,2023-07-11T00:00:00Z,New York,Bronx,25 E 193rd Street,0,4,0,0,0
2650456,2023-07-11T00:00:00Z,Texas,Dallas,8200 Willoughby Blvd,0,6,0,0,0
2648182,2023-07-09T00:00:00Z,North Carolina,Wadesboro,1205 N Greene Street,1,6,0,0,0
2648002,2023-07-09T00:00:00Z,Texas,Amarillo,4515 S Georgia Street,2,5,0,0,1
2648055,2023-07-09T00:00:00Z,Ohio,Cleveland,W 6th Street and Johnson Ct,0,9,0,0,2
2647888,2023-07-09T00:00:00Z,Iowa,Dubuque,2506 Broadway Street,1,3,0,0,0
2649242,2023-07-09T00:00:00Z,Alabama,Montgomery,300 Gardendale Dr,1,6,0,0,2
2647298,2023-07-08T00:00:00Z,New York,Brooklyn,Ashford Street and Arlington Avenue,1,3,0,0,1
2647621,2023-07-08T00:00:00Z,California,Indio,41900 Napoli Street,1,3,0,0,0
2647307,2023-07-08T00:00:00Z,Indiana,Gary,939 E 21st Avenue,1,3,0,0,0
2647516,2023-07-08T00:00:00Z,Maryland,Baltimore,900 Greenmount Avenue,2,2,0,0,0
2648440,2023-07-08T00:00:00Z,Texas,Dallas,1600 Pompano Beach Dr,1,3,0,0,0
2647013,2023-07-07T00:00:00Z,Illinois,Chicago,1600 W Howard Street,0,5,0,0,0
2646865,2023-07-07T00:00:00Z,Texas,El Paso,4516 Swan Dr,0,8,0,0,0
2644586,2023-07-05T00:00:00Z,Florida,Fort Lauderdale,2960 Northwest 19th Street,0,5,0,0,0
2643648,2023-07-05T00:00:00Z,Maryland,Salisbury,Chippewa Blvd and Kiowa Avenue,1,6,0,0,1
2644078,2023-07-05T00:00:00Z,Michigan,Lansing,S Washington Sq,0,4,0,0,0
2643671,2023-07-05T00:00:00Z,Illinois,Chicago,5600 S Ada Street,1,4,0,0,0
2644352,2023-07-05T00:00:00Z,Ohio,Cleveland,4000 E 150th Street,2,2,0,0,0
2643453,2023-07-05T00:00:00Z,District of Columbia,Washington,4700 Meade Street Northeast,0,9,0,0,0
2643630,2023-07-05T00:00:00Z,Massachusetts,Boston,33 Edgewater Dr,0,5,0,0,1
2643676,2023-07-05T00:00:00Z,New Jersey,Paterson,49 Jersey Street,2,3,0,0,0
2644627,2023-07-05T00:00:00Z,Michigan,Flint,2800 Mallery Street,0,4,0,0,0
2643322,2023-07-04T00:00:00Z,Maryland,Edgewood,600 Harr Park Ct,0,4,0,0,10
2642527,2023-07-04T00:00:00Z,Ohio,Akron,700 E Exchange Street,0,4,0,0,0
2642489,2023-07-04T00:00:00Z,Michigan,Lansing,6520 Mercantile Way,0,5,0,0,0
2643549,2023-07-04T00:00:00Z,California,Hayward,400 Ranker Place,0,5,0,1,2
2643602,2023-07-04T00:00:00Z,Louisiana,Shreveport,2000 Pearl Avenue,4,7,0,0,0
2642484,2023-07-04T00:00:00Z,North Carolina,Charlotte,5300 Park Brook Dr,0,4,0,0,0
2642262,2023-07-03T00:00:00Z,Texas,Fort Worth,2100 Christine Avenue,0,4,0,0,1
2642472,2023-07-03T00:00:00Z,Texas,Fort Worth,Diaz Avenue and Horne Street,3,8,0,0,2
2642495,2023-07-03T00:00:00Z,Indiana,Indianapolis,3200 Forest Manor Avenue,1,3,0,0,0
2645345,2023-07-03T00:00:00Z,Indiana,Michigan City,1100 Salem Street,0,4,0,0,0
2642785,2023-07-03T00:00:00Z,Missouri,Saint Ann,4116 Jane Avenue,3,1,1,0,0
2642071,2023-07-03T00:00:00Z,Pennsylvania,Philadelphia,5700 Warrington Avenue,5,2,0,0,1
2640311,2023-07-02T00:00:00Z,Kansas,Wichita,222 N Washington Street,0,9,0,0,3
2641112,2023-07-02T00:00:00Z,New York,Bronx,1780 Eastburn Avenue,0,4,0,0,0
2640219,2023-07-02T00:00:00Z,Maryland,Baltimore,800 Gretna Ct,2,27,0,1,5
2639780,2023-07-01T00:00:00Z,Oklahoma,Tulsa,1150 S Sheridan Road,0,4,0,0,0
2639130,2023-06-30T00:00:00Z,California,Florin,7870 Florin Road,0,4,0,0,0
2639623,2023-06-30T00:00:00Z,Illinois,Chicago,6300 S Artesian Avenue,1,3,0,0,0
2638784,2023-06-29T00:00:00Z,Texas,Odessa,4310 N Dixie Blvd,1,4,0,0,3
2638465,2023-06-28T00:00:00Z,North Carolina,Greensboro,5100 Bayberry Street,3,2,0,0,1
2636671,2023-06-26T00:00:00Z,Michigan,Ypsilanti,800 George Pl,2,2,0,0,1
2634835,2023-06-25T00:00:00Z,Missouri,Kansas City,5646 Prospect Avenue,3,6,0,0,1
2635065,2023-06-25T00:00:00Z,Texas,Missouri City,7242 W Fuqua Street,1,3,0,0,0
2635437,2023-06-25T00:00:00Z,Ohio,Cincinnati,1233 Clay Street,0,4,0,0,0
2634840,2023-06-25T00:00:00Z,Indiana,Indianapolis,800 Broad Ripple Avenue,3,1,0,0,1
2634933,2023-06-25T00:00:00Z,Maryland,Temple Hills,4400 Streetamp Road,0,4,0,0,0
2635243,2023-06-24T00:00:00Z,North Carolina,Asheboro,800 Salem Ct,0,4,0,0,2
2634357,2023-06-24T00:00:00Z,Texas,Beaumont,1600 Glasshouse Street,0,5,0,0,0
2634147,2023-06-24T00:00:00Z,Michigan,Saginaw,Fourth Street and Johnson Street,2,11,0,0,0
2634135,2023-06-24T00:00:00Z,Florida,Orlando,2620 N Hiawassee Road,2,2,0,0,0
2632283,2023-06-21T00:00:00Z,Texas,Fort Worth,2120 Handley Dr,1,3,0,0,1
2630581,2023-06-20T00:00:00Z,Michigan,Pontiac,28 Cherry Hill Dr,1,3,0,0,0
2629745,2023-06-19T00:00:00Z,Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,0,6,0,0,1
2629821,2023-06-19T00:00:00Z,Illinois,Chicago,3200 W 79th Street,1,3,0,0,0
2628072,2023-06-18T00:00:00Z,Illinois,Willowbrook,10S622 Kingery Hwy,1,22,0,0,0
2628083,2023-06-18T00:00:00Z,Missouri,Saint Louis,1409 Washington Avenue,1,9,0,0,0
2629211,2023-06-18T00:00:00Z,Idaho,Kellogg,525 W Cameron Avenue,4,0,0,0,1
2628950,2023-06-18T00:00:00Z,Illinois,Chicago,9900 S Princeton Avenue,2,3,0,0,0
2628104,2023-06-18T00:00:00Z,Illinois,Chicago,5400 W Crystal Street,1,3,0,0,0
2629196,2023-06-18T00:00:00Z,North Carolina,Greenville,1100 W Sixth Street,1,5,0,0,0
2628094,2023-06-18T00:00:00Z,Georgia,Decatur,4525 Glenwood Road,0,5,0,0,0
2629262,2023-06-18T00:00:00Z,Michigan,Detroit,12000 Roselawn Street,0,4,0,0,0
2627254,2023-06-17T00:00:00Z,Illinois,Chicago,1900 N Streetockton Dr,0,5,0,0,0
2627729,2023-06-17T00:00:00Z,Pennsylvania,Philadelphia,1700 Ringgold Street,0,5,0,0,0
2627193,2023-06-17T00:00:00Z,Wisconsin,La Crosse,116 3rd Street S,0,7,0,0,1
2627442,2023-06-17T00:00:00Z,North Carolina,Winston Salem,800 Utah Dr,0,4,0,0,0
2627199,2023-06-17T00:00:00Z,Indiana,Indianapolis,W 34th Street and Moller Road,0,4,0,0,0
2627418,2023-06-17T00:00:00Z,North Carolina,Charlotte,6432 E Independence Blvd,1,3,0,0,1
2629270,2023-06-17T00:00:00Z,Louisiana,Alexandria,3323 Willow Glen River Road,1,3,0,0,0
2627958,2023-06-17T00:00:00Z,Washington,Quincy,754 Silica Road Northwest,2,2,0,1,1
2630156,2023-06-17T00:00:00Z,Ohio,Cleveland,11921 Miles Avenue,0,4,0,0,0
2626827,2023-06-16T00:00:00Z,Maryland,Baltimore,E Cold Spring Ln and York Road,0,6,0,0,0
2627283,2023-06-16T00:00:00Z,California,Carson,1500 E Abila Street,0,8,0,0,0
2627013,2023-06-16T00:00:00Z,New Jersey,Clifton,39 Harding Avenue,0,4,0,0,0
2625892,2023-06-15T00:00:00Z,Ohio,New Richmond,1965 Laurel Lindale Road,3,1,0,0,1
2626402,2023-06-15T00:00:00Z,Tennessee,Sequatchie,246 Pine Street,5,1,1,0,0
2625636,2023-06-15T00:00:00Z,South Carolina,Greenville,Channel Dr,0,4,0,0,0
2625603,2023-06-14T00:00:00Z,Oklahoma,Tulsa,S Harvard Avenue and E 31st Street,1,3,0,0,1
2625182,2023-06-13T00:00:00Z,Ohio,Cincinnati,2300 Harrison Avenue,0,4,0,0,0
2623809,2023-06-13T00:00:00Z,Colorado,Denver,2000 Market Street,0,9,0,1,2
2622044,2023-06-11T00:00:00Z,New York,Syracuse,100 Davis Street,0,4,0,0,3
2622062,2023-06-11T00:00:00Z,California,Antioch,3300 Sunset Ln,1,6,0,0,0
2668127,2023-06-11T00:00:00Z,Louisiana,Labadieville,3006 LA-1,0,7,0,0,1
2622008,2023-06-11T00:00:00Z,Texas,Houston,6003 Richmond Avenue,0,6,0,0,1
2622547,2023-06-11T00:00:00Z,Maryland,Annapolis,1004 Paddington Pl,3,3,0,0,1
2622140,2023-06-11T00:00:00Z,Illinois,Champaign,1000 N 6th Street,0,4,0,0,0
2622484,2023-06-11T00:00:00Z,Texas,Crosby,12028 Crosby-Lynchburg Road,1,4,0,0,0
2621754,2023-06-10T00:00:00Z,Mississippi,Hattiesburg,6100 US-49,0,4,0,0,0
2622344,2023-06-10T00:00:00Z,Washington,Benton City,2500 N Willard Avenue,1,5,0,0,2
2621640,2023-06-10T00:00:00Z,Illinois,Oak Park,900 Madison Street,0,4,0,0,0
2621241,2023-06-09T00:00:00Z,California,San Francisco,24th Street and Treat Avenue,0,9,0,0,1
2621359,2023-06-09T00:00:00Z,Pennsylvania,Jeannette,815 Lowry Avenue,1,4,0,0,0
2620695,2023-06-08T00:00:00Z,South Carolina,North Charleston,4106 Dorchester Road,1,3,0,0,0
2619908,2023-06-07T00:00:00Z,California,Sacramento,1600 Grand Avenue,0,7,0,0,0
2618358,2023-06-06T00:00:00Z,Virginia,Richmond,6 N Laurel Street,2,5,0,0,1
2617560,2023-06-05T00:00:00Z,Mississippi,Jackson,440 N Mill Street,0,5,0,0,0
2616439,2023-06-04T00:00:00Z,Texas,Sunnyvale,201 Planters Road,1,4,0,0,1
2615978,2023-06-04T00:00:00Z,Illinois,Chicago,4800 W Iowa Street,1,6,0,0,0
2616034,2023-06-04T00:00:00Z,Florida,Pensacola,Cresent Dr,1,4,0,0,0
2616015,2023-06-04T00:00:00Z,Missouri,Columbia,2600 Oakbrook Dr,2,4,0,0,0
2615941,2023-06-03T00:00:00Z,Oregon,Portland,Northeast Webster Street and Northeast 55th Avenue,0,4,0,0,0
2615518,2023-06-02T00:00:00Z,Tennessee,Memphis,4600 Mill Streetream Dr,0,4,0,0,0
2614735,2023-06-02T00:00:00Z,Texas,San Antonio,5100 Eisenhauer Road,1,3,0,0,0
2614353,2023-05-31T00:00:00Z,Ohio,Cleveland,400 E 123rd Street,1,3,0,0,0
2613087,2023-05-31T00:00:00Z,North Carolina,Fayetteville,700 Rembrandt Dr,2,2,0,0,2
2613375,2023-05-31T00:00:00Z,Ohio,Cincinnati,73 E McMicken Avenue,0,4,0,0,0
2612967,2023-05-30T00:00:00Z,Pennsylvania,Lebanon,400 N 5th Street,3,1,0,0,3
2612882,2023-05-30T00:00:00Z,Illinois,Chicago,7059 S Halsted Street,1,3,0,0,0
2611512,2023-05-29T00:00:00Z,Florida,Hollywood,1203 N Broadwalk,0,9,0,0,3
2611781,2023-05-29T00:00:00Z,South Carolina,Hollywood,5000 Streetorage Road,1,5,0,0,0
2610925,2023-05-29T00:00:00Z,Ohio,Canal Winchester,4855 Pintail Creek Dr,0,7,0,0,0
2611877,2023-05-29T00:00:00Z,New York,Syracuse,400 Bellevue Avenue,1,3,0,0,1
2611231,2023-05-28T00:00:00Z,Pennsylvania,Chester,Front Street and Norris Street,0,8,0,0,0
2611011,2023-05-28T00:00:00Z,Pennsylvania,Philadelphia,4500 Mulberry Street,1,3,0,0,0
2610339,2023-05-28T00:00:00Z,Pennsylvania,Harrisburg,1000 N 3rd Street,0,4,0,0,0
2610271,2023-05-28T00:00:00Z,Mississippi,Hazlehurst,Dentville Road,0,5,0,0,0
2610231,2023-05-28T00:00:00Z,Tennessee,Memphis,400 Deerskin Dr,0,4,0,0,0
2610153,2023-05-27T00:00:00Z,Ohio,Cleveland,17426 Harvard Avenue,0,4,0,0,0
2610514,2023-05-27T00:00:00Z,California,Moreno Valley,24800 Evening Shadow Ct,0,4,0,0,0
2610746,2023-05-27T00:00:00Z,Arkansas,Marianna,382 W Chestnut Street,1,4,0,0,0
