Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2482288,2022-12-16T00:00:00Z,Illinois,Chicago,2150 S Laflin Street,2,2,0,0,1
2483108,2022-12-16T00:00:00Z,Texas,Dallas,2691 John West Road,0,5,0,0,0
2482711,2022-12-16T00:00:00Z,Tennessee,Memphis,831 Springdale Run Dr,0,5,0,0,0
2480430,2022-12-13T00:00:00Z,New York,Rochester,Atlantic Avenue and Illinois Street,1,4,0,0,0
2479678,2022-12-12T00:00:00Z,New York,Bronx,388 E 141st Street,0,4,0,0,0
2478664,2022-12-11T00:00:00Z,Illinois,Chicago,3235 N Central Avenue,3,1,0,0,1
2478061,2022-12-09T00:00:00Z,Arizona,Phoenix,S 21st and W Burgess LN,1,3,0,0,0
2477622,2022-12-08T00:00:00Z,Michigan,Detroit,1114 Washington Blvd,0,4,0,0,0
2477404,2022-12-08T00:00:00Z,Louisiana,New Orleans,4242 Chef Menteur Hwy,0,4,0,0,0
2475554,2022-12-06T00:00:00Z,New York,Bronx,Daly Avenue and E 180th Street,0,4,0,0,0
2475546,2022-12-06T00:00:00Z,Georgia,Macon,159 Streeteven Dr,3,1,0,0,0
2474143,2022-12-04T00:00:00Z,Illinois,Zion,1800 Horeb Avenue,0,5,0,0,0
2472924,2022-12-01T00:00:00Z,Texas,San Antonio,4200 S Cibolo Street,0,4,0,0,0
2471298,2022-11-30T00:00:00Z,Louisiana,Lake Charles,510 Broad Street,0,8,0,0,0
2468642,2022-11-30T00:00:00Z,Alabama,Mobile,216 Dauphin Street,0,4,0,0,2
2469354,2022-11-27T00:00:00Z,Florida,Tallahassee,2101 Wahnish Way,1,4,0,0,2
2468894,2022-11-27T00:00:00Z,Louisiana,New Orleans,200 Bourbon Street,0,5,0,0,1
2468745,2022-11-26T00:00:00Z,Georgia,Atlanta,117 17th Street Northwest,2,4,0,0,6
2468325,2022-11-26T00:00:00Z,Illinois,Chicago,12700 S Halsted Street,2,2,0,0,0
2468162,2022-11-25T00:00:00Z,Georgia,Atlanta,2700 Gresham Road,0,0,1,3,0
2467661,2022-11-24T00:00:00Z,Texas,Houston,1511 Baggett Ln,2,2,0,0,1
2467743,2022-11-24T00:00:00Z,California,Costa Mesa,400 W Bay Street,1,4,0,0,1
2466835,2022-11-23T00:00:00Z,Maryland,Temple Hills,2300 Iverson Street,0,4,0,0,0
2466431,2022-11-23T00:00:00Z,Pennsylvania,Philadelphia,1901 N 60th Street,0,4,0,0,0
2465761,2022-11-22T00:00:00Z,Virginia,Chesapeake,1521 Sam's Circle,6,6,1,0,0
2465213,2022-11-22T00:00:00Z,Florida,West Palm Beach,600 Snead Cir,2,2,0,0,1
2464943,2022-11-20T00:00:00Z,Oklahoma,Hennessey,2372 N 2760 Road,4,1,0,0,1
2464272,2022-11-20T00:00:00Z,Texas,Dallas,2000 S Beckley Avenue,0,4,0,0,0
2463465,2022-11-19T00:00:00Z,Colorado,Colorado Springs,3430 N Academy Blvd,5,19,0,0,1
2464352,2022-11-19T00:00:00Z,Illinois,Washington Park,Bunkum Road and N 45th Street,1,3,0,0,0
2463882,2022-11-19T00:00:00Z,Mississippi,Philadelphia,560 Line Street,1,6,0,0,1
2462457,2022-11-18T00:00:00Z,Virginia,Richmond,4275 Laurel Oak Road,4,0,0,0,1
2458727,2022-11-13T00:00:00Z,Pennsylvania,Philadelphia,400 E Wyoming Avenue,0,4,0,0,0
2458676,2022-11-13T00:00:00Z,North Carolina,Enfield,1662 Green Acres Road,1,5,0,0,0
2459150,2022-11-13T00:00:00Z,Virginia,Charlottesville,130 Culbreth Street,3,2,0,0,1
2458863,2022-11-13T00:00:00Z,Nebraska,Omaha,3347 Ames Avenue,1,6,0,1,2
2458933,2022-11-12T00:00:00Z,California,Sacramento,4000 May Street,0,4,0,0,0
2459005,2022-11-12T00:00:00Z,Texas,Fort Worth,6655 Calgary Ln,0,4,0,0,1
2459259,2022-11-12T00:00:00Z,California,Indio,Lilac Ct and Golden Rod Dr,1,3,0,0,0
2458467,2022-11-12T00:00:00Z,New Jersey,Paterson,50 Block of N Main Street,0,4,0,0,0
2459156,2022-11-12T00:00:00Z,Tennessee,Memphis,S Goodlett Street and Sheffield Avenue,0,4,0,0,0
2458086,2022-11-11T00:00:00Z,New Jersey,Jersey City,Virginia Avenue and Martin Luther King Dr,0,4,0,0,0
2455710,2022-11-07T00:00:00Z,Texas,Mcallen,4700 Jasmine Avenue,0,4,0,0,1
2453865,2022-11-06T00:00:00Z,Illinois,Chicago,311 W Chicago Avenue,1,3,0,0,1
2453892,2022-11-06T00:00:00Z,Illinois,Chicago,5100 S Kolin Avenue,0,5,0,0,0
2454565,2022-11-06T00:00:00Z,California,Tulare,Road 84 and Avenue 208,0,5,0,0,0
2455484,2022-11-06T00:00:00Z,Florida,Gainesville,500 Southwest 2nd Avenue,0,4,0,0,0
2454281,2022-11-05T00:00:00Z,New York,Buffalo,30 E Amherst Street,0,4,0,0,0
2453744,2022-11-05T00:00:00Z,Pennsylvania,Philadelphia,853 E Allegheny Avenue,0,9,0,0,1
2452673,2022-11-04T00:00:00Z,Florida,Orlando,10145 Myers Dr,4,1,0,1,1
2452798,2022-11-04T00:00:00Z,Maryland,La Plata,3018 Wildflower Dr,4,0,1,0,0
2452501,2022-11-03T00:00:00Z,Illinois,Chicago,3700 W Chicago Avenue,0,4,0,0,0
2451028,2022-11-02T00:00:00Z,Texas,Houston,2930 W Sam Houston Pkwy S,0,4,0,0,0
2451550,2022-11-02T00:00:00Z,Mississippi,Hattiesburg,W 5th Street,2,3,0,0,2
2450360,2022-11-01T00:00:00Z,Colorado,Denver,1400 Verbena Street,1,5,0,0,1
2450917,2022-11-01T00:00:00Z,Maryland,Baltimore,2000 W Pratt Street,0,4,0,0,0
2449986,2022-10-31T00:00:00Z,Kansas,Kansas City,S 50th Street and Elmwood Avenue,1,6,0,0,1
2450557,2022-10-31T00:00:00Z,Illinois,East Saint Louis,935 Street Louis Avenue,2,3,0,0,0
2449653,2022-10-31T00:00:00Z,Illinois,Chicago,S California Avenue and W Polk Street,1,13,0,0,0
2448898,2022-10-30T00:00:00Z,Tennessee,Memphis,3920 Park Avenue,1,3,0,0,2
2448366,2022-10-30T00:00:00Z,Colorado,Aurora,900 N Geneva Street,4,0,0,0,1
2448287,2022-10-30T00:00:00Z,Pennsylvania,Philadelphia,601 Spring Garden Street,0,6,0,0,0
2448361,2022-10-30T00:00:00Z,California,Covina,17000 E Bellbrook Street,2,2,0,0,3
2448372,2022-10-30T00:00:00Z,South Carolina,Charleston,1900 Hazelwood Dr,0,4,0,0,1
2448015,2022-10-29T00:00:00Z,Florida,Orlando,8204 Crystal Clear Ln,0,6,0,0,1
2448330,2022-10-29T00:00:00Z,Florida,Tallahassee,2101 W Pensacola Street,1,8,0,1,4
2447980,2022-10-28T00:00:00Z,Ohio,Toledo,Junction Avenue and Belmont Avenue,2,2,0,0,0
2447379,2022-10-28T00:00:00Z,Pennsylvania,Pittsburgh,3737 Brighton Road,0,5,0,0,2
2447217,2022-10-27T00:00:00Z,Oklahoma,Broken Arrow,425 S Hickory Avenue,7,0,1,0,0
2445686,2022-10-25T00:00:00Z,Ohio,Hamilton,700 S 2nd Street,2,2,0,0,0
2445939,2022-10-25T00:00:00Z,North Carolina,Greensboro,900 Circle Dr,2,4,0,0,0
2443849,2022-10-24T00:00:00Z,Illinois,Chicago,3200 W 30th Street,1,3,0,0,0
2443879,2022-10-24T00:00:00Z,Missouri,Saint Louis,3125 S Kingshighway Blvd,2,4,1,0,0
2443627,2022-10-23T00:00:00Z,Texas,Brownsville,1200 W Saint Francis Street,0,5,0,0,0
2443194,2022-10-23T00:00:00Z,Illinois,Chicago,4300 S Kedzie Avenue,3,2,0,0,0
2443276,2022-10-23T00:00:00Z,Wisconsin,Milwaukee,N 34th Street and W Wright Street,0,4,0,0,0
2442695,2022-10-22T00:00:00Z,Wisconsin,Milwaukee,W Fond Du Lac and W Hoyt Pl,0,6,0,0,0
2443257,2022-10-22T00:00:00Z,North Carolina,Oxford,100 Granville Street,0,6,0,0,0
2443287,2022-10-22T00:00:00Z,Georgia,Cordele,1309 16th Avenue E,0,4,0,0,1
2443231,2022-10-22T00:00:00Z,Arizona,Phoenix,6330 W Miami Street,1,7,0,0,0
2450590,2022-10-21T00:00:00Z,Mississippi,Cleveland,511 Lee Street,1,3,0,0,0
2442632,2022-10-21T00:00:00Z,Louisiana,New Orleans,2200 N Galvez Street,1,3,0,0,0
2444683,2022-10-21T00:00:00Z,Wisconsin,Hartland,700 Mansfield Court,4,0,2,0,0
2442008,2022-10-21T00:00:00Z,Louisiana,Baton Rouge,636 Harding Blvd,0,11,0,0,3
2441540,2022-10-20T00:00:00Z,Ohio,Cleveland,4497 Streetate Road,0,5,0,0,0
2439423,2022-10-17T00:00:00Z,Virginia,Woodbridge,5297 Mansfield Ct,4,0,0,0,1
2438904,2022-10-16T00:00:00Z,Texas,El Paso,8500 Dyer Street,1,3,0,0,1
2438505,2022-10-16T00:00:00Z,Georgia,Atlanta,223 James P Brawley Dr Southwest,0,4,0,0,0
2439294,2022-10-16T00:00:00Z,California,Lancaster,44236 20th Street E,0,4,0,0,2
2438461,2022-10-16T00:00:00Z,Virginia,Harrisonburg,1500 Devon Ln,0,8,0,0,1
2438121,2022-10-15T00:00:00Z,Colorado,Denver,900 Dakin Street,1,7,0,0,0
2438154,2022-10-15T00:00:00Z,Massachusetts,Worcester,88 Webster Street,0,6,0,0,3
2438494,2022-10-15T00:00:00Z,New York,Freeport,Babylon Tpke and Independence Avenue,0,4,0,0,0
2438482,2022-10-15T00:00:00Z,Pennsylvania,Pittsburgh,300 Cedar Avenue,3,1,0,0,0
2437284,2022-10-14T00:00:00Z,Pennsylvania,Philadelphia,Willard Street and Shelbourne Street,0,4,0,0,0
2436826,2022-10-13T00:00:00Z,North Carolina,Raleigh,5300 Sahalee Way,5,2,0,1,1
2437177,2022-10-13T00:00:00Z,North Carolina,New Bern,2100 New Bern Avenue,0,4,0,0,0
2437630,2022-10-13T00:00:00Z,Alabama,Lanett,1912 50th Avenue Southwest,0,6,0,0,0
2434847,2022-10-10T00:00:00Z,California,Delano,County Line Road and Road 136,2,2,0,0,2
2434128,2022-10-09T00:00:00Z,Florida,Miami,525 Northeast 150th Street,1,3,0,0,0
2439284,2022-10-09T00:00:00Z,Oklahoma,Henryetta,US-75 and Catalpa Road,4,0,0,0,1
2434326,2022-10-09T00:00:00Z,Arkansas,Jacksonville,300 Marshall Road,1,3,0,0,0
2434247,2022-10-09T00:00:00Z,South Carolina,Inman,280 Bobo Dr,5,0,0,0,1
2433539,2022-10-09T00:00:00Z,Florida,Tampa,908 N Franklin Street,1,6,0,0,2
2434062,2022-10-09T00:00:00Z,Texas,Beaumont,2550 I-10 Frontage Road,0,5,0,0,0
2440211,2022-10-08T00:00:00Z,Alabama,Hurtsboro,Ross Road,2,2,0,0,0
2433352,2022-10-08T00:00:00Z,California,Berkeley,2400 Durant Avenue,1,3,0,0,2
2434151,2022-10-08T00:00:00Z,Missouri,Saint Joseph,302 Illinois Avenue,0,4,0,0,0
2432772,2022-10-07T00:00:00Z,Oregon,Portland,Southeast 92nd Avenue and Powell Blvd,0,4,0,0,0
2432893,2022-10-07T00:00:00Z,Texas,Fort Worth,1200 Jessamine Street,4,0,0,0,0
2431842,2022-10-06T00:00:00Z,Kentucky,Louisville,5000 East Indian Trail,0,4,0,0,0
2431594,2022-10-06T00:00:00Z,District of Columbia,Washington,1200 North Capitol Street Northwest,1,3,0,0,0
2431069,2022-10-05T00:00:00Z,Texas,Baytown,2000 Tri City Beach Road,4,2,1,0,0
2428950,2022-10-02T00:00:00Z,Tennessee,Nashville,600 S 7th Street,0,4,0,0,0
2428715,2022-10-02T00:00:00Z,Washington,Seattle,4300 University Way Northeast,0,4,0,0,0
2427999,2022-10-01T00:00:00Z,Pennsylvania,Philadelphia,5000 Frankford Avenue,0,4,0,0,0
2428678,2022-10-01T00:00:00Z,California,Oakland,988 Apgar Street,2,2,0,0,2
2427775,2022-09-30T00:00:00Z,Oklahoma,Tulsa,4929 N Peoria Avenue,1,3,0,0,1
2428456,2022-09-30T00:00:00Z,Mississippi,Marks,1st Street and W Main Street,0,5,0,0,0
2426627,2022-09-29T00:00:00Z,Texas,Mc Gregor,901 S Monroe Street,5,0,0,1,1
2426042,2022-09-28T00:00:00Z,California,Oakland,8251 Fontaine Street,1,5,0,0,0
2425825,2022-09-28T00:00:00Z,Ohio,Columbus,1680 Karl Ct,0,5,0,0,1
2425799,2022-09-28T00:00:00Z,Maryland,Baltimore,5500 Bowleys Ln,0,4,0,0,0
2426382,2022-09-28T00:00:00Z,Alabama,Uniontown,100-104 Birch Road,0,4,0,1,0
2425393,2022-09-27T00:00:00Z,New York,Corona,88-01 Atlantic Avenue,0,4,0,0,0
2426137,2022-09-27T00:00:00Z,New York,New York,W 116th Street and 7th Avenue,0,4,0,0,0
2426061,2022-09-27T00:00:00Z,North Carolina,Goldsboro,1200 Olivia Ln,0,4,0,0,0
2425839,2022-09-27T00:00:00Z,Florida,Jacksonville,A Philip Randolph Blvd and Union Street,0,4,0,0,0
2425199,2022-09-27T00:00:00Z,Pennsylvania,Philadelphia,6498 Ridge Avenue,1,4,0,0,5
2423747,2022-09-25T00:00:00Z,Pennsylvania,Harrisburg,2300 Woodlawn Street,0,4,0,0,5
2423338,2022-09-25T00:00:00Z,Indiana,Hammond,6217 Kennedy Avenue,1,3,0,0,0
2423538,2022-09-24T00:00:00Z,Ohio,Columbus,E 5th Avenue and Osborn Avenue,1,3,0,0,0
2423331,2022-09-24T00:00:00Z,Georgia,Louisville,Forrest Dr,1,3,0,0,0
2421430,2022-09-22T00:00:00Z,Illinois,Chicago,E 35th Street and S Prairie Avenue,0,4,0,0,0
2420406,2022-09-20T00:00:00Z,New York,Mount Vernon,333 S 8th Avenue,0,4,0,0,0
2420637,2022-09-20T00:00:00Z,Michigan,Niles,620 N 6th Street,2,3,0,0,0
2419473,2022-09-19T00:00:00Z,Georgia,Swainsboro,N Coleman Street,1,3,0,0,0
2417634,2022-09-18T00:00:00Z,New York,Corona,41st Avenue and Warren Street,1,3,0,0,1
2417641,2022-09-18T00:00:00Z,Wisconsin,Kenosha,2232 Roosevelt Road,2,2,0,0,1
2417863,2022-09-18T00:00:00Z,Nevada,Las Vegas,4800 Holt Avenue,0,5,0,0,1
2417696,2022-09-18T00:00:00Z,Michigan,Allendale,10295 48th Avenue,0,4,0,0,1
2417293,2022-09-17T00:00:00Z,Missouri,Blue Springs,US 40 and Adams Dairy Pkwy,0,5,0,0,0
2416762,2022-09-17T00:00:00Z,Minnesota,Minneapolis,Hennepin Avenue and N 8th Street,0,5,0,0,0
2416625,2022-09-16T00:00:00Z,Wisconsin,Milwaukee,4100 N 13th Street,0,4,0,1,1
2414276,2022-09-14T00:00:00Z,Wisconsin,Milwaukee,1300 E Hamilton Street,0,4,0,0,0
2415614,2022-09-14T00:00:00Z,Florida,Miami,Northwest 10th Avenue and Northwest 131st Street,0,5,0,0,0
2414858,2022-09-14T00:00:00Z,California,Los Angeles,312 E 5th Street,0,4,0,0,0
2414080,2022-09-13T00:00:00Z,Illinois,Chicago,5531 S King Dr,2,7,0,0,0
2415479,2022-09-13T00:00:00Z,California,Oakland,92nd Avenue and Peach Street,0,4,0,0,0
2413596,2022-09-12T00:00:00Z,Oklahoma,Oklahoma City,1400 S Indiana Avenue,0,4,0,0,0
2412198,2022-09-11T00:00:00Z,Michigan,Detroit,13000 E Warren Avenue,0,4,0,0,0
2412164,2022-09-11T00:00:00Z,New Mexico,Santa Fe,Paseo Feliz,0,5,0,0,2
2412487,2022-09-11T00:00:00Z,North Carolina,Durham,4400 NC-55,1,3,0,0,0
2411801,2022-09-10T00:00:00Z,Indiana,Plainfield,2688 E Main Street,2,2,0,0,1
2411871,2022-09-10T00:00:00Z,Kentucky,Lexington,Georgetown Road and Parallel Road,0,4,0,0,0
2411007,2022-09-09T00:00:00Z,New York,Bronx,810 Astor Avenue,0,4,0,0,1
2411901,2022-09-09T00:00:00Z,Minnesota,Minneapolis,328 W Broadway Avenue,1,3,0,0,0
2410446,2022-09-09T00:00:00Z,Maryland,Elk Mills,47 Hebron Ct,4,0,1,0,0
2410704,2022-09-08T00:00:00Z,Minnesota,Minneapolis,626 W Broadway Avenue,0,4,0,0,0
2410269,2022-09-08T00:00:00Z,California,Los Angeles,4th Street and Broadway,0,4,0,0,0
2408990,2022-09-07T00:00:00Z,Tennessee,Memphis,3100 Lyndale Avenue,3,3,0,0,1
2406998,2022-09-05T00:00:00Z,Georgia,Hartwell,1541 Anderson Hwy,2,2,0,0,0
2407734,2022-09-05T00:00:00Z,Missouri,Kansas City,7320 Manchester Avenue,2,2,0,0,0
2407739,2022-09-05T00:00:00Z,Missouri,Saint Louis,4400 Red Bud Avenue,1,3,0,0,0
2406862,2022-09-05T00:00:00Z,Ohio,Cleveland,13902 Euclid Avenue,1,10,0,0,1
2406852,2022-09-05T00:00:00Z,Pennsylvania,Philadelphia,W Russell Street and N 8th Street,2,4,0,0,0
2406597,2022-09-04T00:00:00Z,Minnesota,Saint Paul,951 Case Avenue E,3,2,0,0,1
2406108,2022-09-04T00:00:00Z,Virginia,Norfolk,5005 Killam Avenue,2,5,0,0,0
2406123,2022-09-04T00:00:00Z,South Carolina,Charleston,King Street and Morris Street,0,7,0,0,4
2406656,2022-09-04T00:00:00Z,Florida,Fort Lauderdale,3050 Northwest 41st Street,0,4,0,0,0
2406651,2022-09-04T00:00:00Z,Illinois,Chicago,8600 S Kingston Avenue,2,2,0,0,0
2405689,2022-09-03T00:00:00Z,California,Chico,1500 W 5th Street,0,5,0,0,1
2405866,2022-09-03T00:00:00Z,Illinois,Yorkville,8400 Immanuel Road,0,4,0,0,0
2406042,2022-09-03T00:00:00Z,Alabama,Birmingham,100 3rd Avenue W,2,2,0,0,0
2405859,2022-09-03T00:00:00Z,Maryland,Capitol Heights,1428 Ritchie Road,1,3,0,0,0
2405239,2022-09-02T00:00:00Z,California,Fresno,Effie Street and Grant Avenue,2,2,0,1,0
2405020,2022-09-02T00:00:00Z,Minnesota,Minneapolis,700 W Broadway Avenue,0,4,0,0,0
2404930,2022-09-02T00:00:00Z,New York,Brooklyn,223 Russell Street,0,4,0,0,0
2400998,2022-08-29T00:00:00Z,Missouri,Saint Louis,8800 Cozens Avenue,0,4,0,0,0
2399774,2022-08-28T00:00:00Z,Wisconsin,Clinton,9221 E Little Ln,0,4,0,0,0
2400434,2022-08-28T00:00:00Z,Oregon,Bend,2650 Northeast Hwy 20,2,2,1,0,0
2399820,2022-08-28T00:00:00Z,New York,Albany,Hamilton Street and Ontario Street,0,6,0,0,0
2399839,2022-08-28T00:00:00Z,California,Los Angeles,2471 Whittier Blvd,0,6,0,0,1
2400026,2022-08-28T00:00:00Z,Michigan,Detroit,Wyoming Avenue and W 7-Mile Road,3,1,0,0,1
2400492,2022-08-28T00:00:00Z,Arizona,Phoenix,21636 N 26th Avenue,2,5,1,0,0
2399755,2022-08-28T00:00:00Z,Texas,Houston,8021 Dunlap Street,3,2,1,0,0
2399670,2022-08-28T00:00:00Z,Colorado,Denver,2731 42nd Avenue,1,3,0,0,0
2399576,2022-08-27T00:00:00Z,New York,Brooklyn,W 29th Street and Boardwalk W,1,4,0,0,0
2399000,2022-08-27T00:00:00Z,Washington,Spokane,302 W Queen Avenue,1,3,0,0,3
2398877,2022-08-27T00:00:00Z,Kentucky,Lexington,207 Legends Ln,0,7,0,0,0
2398004,2022-08-25T00:00:00Z,Kentucky,Henderson,804 Clay Street,2,2,0,0,1
2397504,2022-08-25T00:00:00Z,Washington,Spokane,701 N Chestnut Street,0,4,0,0,0
2398118,2022-08-25T00:00:00Z,Alabama,Birmingham,8th Street W and Finley Blvd,1,3,0,0,0
2396803,2022-08-24T00:00:00Z,Illinois,Chicago,3591 N Milwaukee Avenue,0,4,0,0,0
2396536,2022-08-24T00:00:00Z,District of Columbia,Washington,27 O Streetreet Northwest,2,3,0,0,0
2397033,2022-08-24T00:00:00Z,Wisconsin,Milwaukee,2622 N 22nd Street,2,2,1,0,0
2396567,2022-08-24T00:00:00Z,Maryland,Baltimore,Park Heights Avenue and Shirley Avenue,1,6,0,0,0
2396124,2022-08-23T00:00:00Z,Pennsylvania,Philadelphia,N 60th Street and Race Street,2,2,0,0,0
2393474,2022-08-20T00:00:00Z,Delaware,Wilmington,Tatnall Street and W 27th Street,0,4,0,0,0
2393051,2022-08-20T00:00:00Z,North Carolina,Asheville,11 Grove Street,0,4,0,0,0
2392698,2022-08-20T00:00:00Z,Illinois,Chicago,6200 S Michigan Avenue,0,5,0,0,0
2392494,2022-08-19T00:00:00Z,Illinois,Chicago,3300 W Flournoy Street,1,4,0,0,0
2391779,2022-08-19T00:00:00Z,Illinois,Chicago,5200 S Green Street,0,4,0,0,0
2391353,2022-08-18T00:00:00Z,Virginia,Norfolk,7433 Fenner Street,3,2,0,0,0
2390519,2022-08-17T00:00:00Z,Illinois,Chicago,7321 S Union Avenue,0,4,0,0,0
2391042,2022-08-17T00:00:00Z,Pennsylvania,Philadelphia,2800 Bonsal Street,0,4,0,0,3
2389775,2022-08-16T00:00:00Z,Pennsylvania,Philadelphia,5700 Haverford Avenue,0,5,0,0,3
2388884,2022-08-16T00:00:00Z,Tennessee,Memphis,Austin Peay Hwy and New Covington Pike,0,6,0,0,0
2386954,2022-08-14T00:00:00Z,Arizona,Phoenix,4601 E Granada Road,1,4,0,0,0
2386871,2022-08-14T00:00:00Z,Illinois,Chicago,1800 W 78th Street,1,4,0,0,0
2386878,2022-08-14T00:00:00Z,Maryland,Baltimore,5100 Harford Road,1,3,0,0,0
2388144,2022-08-13T00:00:00Z,Ohio,Cleveland,7500 Bessemer Avenue,1,4,0,0,0
2386032,2022-08-13T00:00:00Z,North Carolina,Raleigh,2414 Paula Street,0,6,0,0,0
2387010,2022-08-13T00:00:00Z,Georgia,Atlanta,5420 Riverdale Road,1,4,0,0,0
2386151,2022-08-13T00:00:00Z,Washington,Renton,1501 Orcas Avenue,0,4,0,0,0
2385789,2022-08-12T00:00:00Z,Pennsylvania,Philadelphia,5300 Charles Street,1,3,0,0,0
2385846,2022-08-12T00:00:00Z,Missouri,Saint Louis,5166 Dr Martin Luther King Dr,1,3,0,0,0
2383958,2022-08-10T00:00:00Z,Mississippi,Winona,613 Powell Street,1,3,0,0,0
2382827,2022-08-08T00:00:00Z,Virginia,Richmond,3100 Carolina Avenue,0,4,0,0,0
2380747,2022-08-07T00:00:00Z,Ohio,Cincinnati,1323 Main Street,0,8,0,1,2
2381371,2022-08-07T00:00:00Z,Pennsylvania,Pittsburgh,1700 Brighton Pl,1,3,0,0,5
2381321,2022-08-07T00:00:00Z,Georgia,Atlanta,477 Windsor Street Southwest,2,4,0,0,0
2381000,2022-08-07T00:00:00Z,Alabama,Birmingham,800 2nd Avenue N,1,4,0,0,1
2380361,2022-08-06T00:00:00Z,Michigan,Detroit,Saratoga Street and Gratiot Avenue,3,2,0,0,1
2380869,2022-08-06T00:00:00Z,Michigan,Detroit,19000 Andover Street,1,6,0,0,0
2380783,2022-08-06T00:00:00Z,Pennsylvania,Duquesne,Orchard Park Avenue and Ridge Street,0,4,0,0,0
2379316,2022-08-05T00:00:00Z,Virginia,Norfolk,216 E Plume Street,0,4,0,0,1
2379499,2022-08-05T00:00:00Z,Ohio,Dayton,7120 Hardwicke Pl,4,0,0,0,1
2380017,2022-08-05T00:00:00Z,Wisconsin,Milwaukee,N 91st Street and W Allyn Street,0,4,0,0,0
2378851,2022-08-04T00:00:00Z,Tennessee,Nashville,371 Hickory Trace Dr,1,3,0,0,1
2379020,2022-08-04T00:00:00Z,Nebraska,Laurel,503 Elm Street,4,0,0,0,1
2377855,2022-08-03T00:00:00Z,California,Panorama City,Parthenia Street and Tobias Avenue,1,4,0,0,1
2377529,2022-08-03T00:00:00Z,Florida,Miami,10000 Southwest 173rd Terrace,0,5,0,0,0
2376380,2022-08-02T00:00:00Z,New York,Albany,Central Avenue and Lexington Avenue,0,5,0,0,0
2377338,2022-08-02T00:00:00Z,Florida,Orlando,9873 Lake District Ln,4,0,1,0,0
2375725,2022-08-01T00:00:00Z,California,Paramount,13801 Paramount Blvd,1,3,0,0,0
2375886,2022-08-01T00:00:00Z,District of Columbia,Washington,444 16th Street Northeast,1,5,0,0,0
2376028,2022-08-01T00:00:00Z,Ohio,Columbus,176 Rumsey Road,2,2,0,1,0
2374337,2022-07-31T00:00:00Z,Michigan,Detroit,11637 Coyle Street,2,6,0,0,1
2374750,2022-07-31T00:00:00Z,Indiana,South Bend,Street Joseph Street and Milton Street,0,4,0,0,0
2374430,2022-07-31T00:00:00Z,Florida,Orlando,Wall Street and S Orange Avenue,0,7,0,0,0
2374401,2022-07-31T00:00:00Z,Indiana,Indianapolis,Broad Ripple Avenue and Guilford Avenue,0,4,0,0,1
2374990,2022-07-31T00:00:00Z,Illinois,Decatur,2874 N Dinneen Street,1,3,0,0,0
2375097,2022-07-31T00:00:00Z,Connecticut,Hartford,1994 Main Street,0,4,0,0,0
2373924,2022-07-30T00:00:00Z,Louisiana,Monroe,2000 Peach Street,1,3,0,0,0
2373692,2022-07-30T00:00:00Z,Illinois,Wheeling,800 Fletcher Dr,0,5,0,0,0
2373859,2022-07-30T00:00:00Z,Georgia,Girard,232 Claxton Road,1,4,0,0,2
2373050,2022-07-29T00:00:00Z,Maryland,Baltimore,3100 W North Avenue,2,2,0,0,0
2373646,2022-07-29T00:00:00Z,New Mexico,Albuquerque,4303 Estancia Dr Northwest,1,4,0,0,0
2373607,2022-07-29T00:00:00Z,Ohio,Cleveland,E 154th Street and Harvard Avenue,1,3,0,0,0
2373111,2022-07-29T00:00:00Z,Florida,Miami,10875 Southwest 216th Street,0,4,0,0,0
2370760,2022-07-27T00:00:00Z,Georgia,Macon,624 Forest Hill Road,2,2,0,0,2
2371416,2022-07-27T00:00:00Z,Louisiana,Hahnville,300 Sycamore Street,1,3,0,0,0
2369720,2022-07-25T00:00:00Z,Louisiana,New Orleans,2000 Saint Andrew Street,0,4,0,0,0
2368575,2022-07-24T00:00:00Z,California,San Pedro,560 N Western Avenue,2,6,0,0,4
2368029,2022-07-24T00:00:00Z,Georgia,Atlanta,1695 Northside Dr Northwest,0,8,0,0,0
2368308,2022-07-24T00:00:00Z,Texas,Fort Worth,2350 S Riverside Dr,1,3,0,0,0
2368110,2022-07-24T00:00:00Z,South Carolina,Bennettsville,614 US-15,1,3,0,0,6
2367984,2022-07-23T00:00:00Z,Virginia,Richmond,2220 Broad Rock Blvd,0,5,0,0,0
2367664,2022-07-23T00:00:00Z,Texas,El Paso,14100 Honey Point Dr,0,4,0,0,3
2367289,2022-07-23T00:00:00Z,North Carolina,Pinebluff,212 Primrose Path,1,4,0,0,1
2367193,2022-07-23T00:00:00Z,Washington,Renton,100 Logan Avenue S,1,6,0,0,0
2368018,2022-07-23T00:00:00Z,Illinois,Chicago,5400 S Paulina Street,0,4,0,0,0
2367176,2022-07-23T00:00:00Z,Illinois,Chicago,2700 W Jackson Blvd,0,4,0,0,0
2367157,2022-07-23T00:00:00Z,Illinois,Rockford,1401 N 2nd Street,2,2,0,0,4
2367972,2022-07-23T00:00:00Z,Michigan,Kalamazoo,1300 N Church Street,0,9,0,0,0
2366273,2022-07-21T00:00:00Z,California,Los Angeles,210 W 7th Street,0,5,0,0,0
2363589,2022-07-19T00:00:00Z,Nebraska,Lincoln,2835 T Street,0,4,0,0,0
2362912,2022-07-18T00:00:00Z,Georgia,Atlanta,440 Thomasvillle Blvd,1,4,0,0,0
